Group.1,Group.2,Experiment
30,34,FBgn0037296 inheritance
39,48,FBgn0037296 inheritance
57,66,FBgn0037296 inheritance
19,15,FBgn0037296 inheritance
23,22,FBgn0037296 inheritance
39,26,FBgn0037296 inheritance
23,31,FBgn0037296 inheritance
67,66,FBgn0037296 inheritance
2,3,FBgn0037296 inheritance
41,49,FBgn0037296 inheritance
19,36,FBgn0037296 inheritance
46,51,FBgn0037296 inheritance
12,11,FBgn0037296 inheritance
10,10,FBgn0037296 inheritance
17,29,FBgn0037296 inheritance
63,55,FBgn0037296 inheritance
49,49,FBgn0037296 inheritance
22,25,FBgn0037296 inheritance
62,60,FBgn0037296 inheritance
56,46,FBgn0037296 inheritance
0,23,FBgn0037296 Gresistance
0,43,FBgn0037296 Gresistance
1,35,FBgn0037296 Gresistance
0,51,FBgn0037296 Gresistance
0,3,FBgn0037296 Gresistance
0,18,FBgn0037296 Gresistance
0,21,FBgn0037296 Gresistance
0,37,FBgn0037296 Gresistance
0,10,FBgn0037296 Gresistance
0,14,FBgn0037296 Gresistance
0,5,FBgn0037296 Gresistance
0,22,FBgn0037296 Gresistance
0,26,FBgn0037296 Gresistance
0,18,FBgn0037296 Gresistance
0,32,FBgn0037296 Gresistance
0,65,FBgn0037296 Gresistance
0,5,FBgn0037296 Gresistance
0,11,FBgn0037296 Gresistance
0,27,FBgn0037296 Gresistance
0,14,FBgn0037296 Gresistance
0,63,FBgn0037296 Gresistance
0,0,FBgn0037296 Gresistance
0,38,FBgn0037296 Gresistance
0,15,FBgn0037296 Gresistance
0,35,FBgn0037296 Gresistance
0,7,FBgn0037296 Gresistance
0,3,FBgn0037296 Gresistance
0,6,FBgn0037296 Gresistance
1,51,FBgn0037296 Gresistance
0,39,FBgn0037296 Gresistance
0,5,FBgn0037296 Gresistance
0,53,FBgn0037296 Gresistance
0,39,FBgn0037296 Gresistance
56,9,FBgn0038204 inheritance
43,10,FBgn0038204 inheritance
90,15,FBgn0038204 inheritance
21,11,FBgn0038204 inheritance
23,5,FBgn0038204 inheritance
55,19,FBgn0038204 inheritance
62,14,FBgn0038204 inheritance
55,10,FBgn0038204 inheritance
41,13,FBgn0038204 inheritance
72,19,FBgn0038204 inheritance
32,9,FBgn0038204 inheritance
29,2,FBgn0038204 inheritance
75,21,FBgn0038204 inheritance
29,4,FBgn0038204 inheritance
26,8,FBgn0038204 inheritance
61,8,FBgn0038204 inheritance
30,6,FBgn0038204 inheritance
19,4,FBgn0038204 inheritance
34,9,FBgn0038204 inheritance
13,4,FBgn0038204 inheritance
99,19,FBgn0038204 inheritance
55,20,FBgn0038204 inheritance
61,26,FBgn0038204 inheritance
53,19,FBgn0038204 inheritance
75,21,FBgn0038204 inheritance
73,21,FBgn0038204 inheritance
9,1,FBgn0038204 inheritance
16,6,FBgn0038204 inheritance
33,10,FBgn0038204 inheritance
72,32,FBgn0038204 inheritance
51,21,FBgn0038204 inheritance
30,15,FBgn0038204 inheritance
94,25,FBgn0038204 inheritance
16,9,FBgn0038204 inheritance
29,4,FBgn0038204 inheritance
64,10,FBgn0038204 inheritance
3,27,FBgn0038204 Gresistance
4,18,FBgn0038204 Gresistance
6,43,FBgn0038204 Gresistance
0,15,FBgn0038204 Gresistance
1,12,FBgn0038204 Gresistance
6,33,FBgn0038204 Gresistance
5,38,FBgn0038204 Gresistance
1,23,FBgn0038204 Gresistance
2,17,FBgn0038204 Gresistance
4,42,FBgn0038204 Gresistance
1,20,FBgn0038204 Gresistance
0,16,FBgn0038204 Gresistance
6,37,FBgn0038204 Gresistance
1,16,FBgn0038204 Gresistance
4,14,FBgn0038204 Gresistance
0,28,FBgn0038204 Gresistance
2,13,FBgn0038204 Gresistance
2,9,FBgn0038204 Gresistance
2,19,FBgn0038204 Gresistance
2,6,FBgn0038204 Gresistance
3,52,FBgn0038204 Gresistance
5,32,FBgn0038204 Gresistance
4,27,FBgn0038204 Gresistance
3,31,FBgn0038204 Gresistance
6,38,FBgn0038204 Gresistance
4,44,FBgn0038204 Gresistance
0,3,FBgn0038204 Gresistance
2,10,FBgn0038204 Gresistance
2,11,FBgn0038204 Gresistance
5,40,FBgn0038204 Gresistance
3,24,FBgn0038204 Gresistance
4,12,FBgn0038204 Gresistance
7,50,FBgn0038204 Gresistance
1,5,FBgn0038204 Gresistance
1,8,FBgn0038204 Gresistance
4,24,FBgn0038204 Gresistance
3,10,FBgn0038204 embryo
0,13,FBgn0038204 embryo
0,25,FBgn0038204 embryo
0,7,FBgn0038204 embryo
0,7,FBgn0038204 embryo
0,18,FBgn0038204 embryo
0,14,FBgn0038204 embryo
0,20,FBgn0038204 embryo
0,12,FBgn0038204 embryo
0,24,FBgn0038204 embryo
0,8,FBgn0038204 embryo
0,7,FBgn0038204 embryo
0,17,FBgn0038204 embryo
0,6,FBgn0038204 embryo
0,4,FBgn0038204 embryo
0,21,FBgn0038204 embryo
0,6,FBgn0038204 embryo
0,4,FBgn0038204 embryo
0,7,FBgn0038204 embryo
0,5,FBgn0038204 embryo
0,29,FBgn0038204 embryo
0,13,FBgn0038204 embryo
0,19,FBgn0038204 embryo
0,18,FBgn0038204 embryo
0,21,FBgn0038204 embryo
0,16,FBgn0038204 embryo
0,2,FBgn0038204 embryo
0,3,FBgn0038204 embryo
0,10,FBgn0038204 embryo
0,26,FBgn0038204 embryo
0,17,FBgn0038204 embryo
0,13,FBgn0038204 embryo
0,23,FBgn0038204 embryo
0,13,FBgn0038204 embryo
0,9,FBgn0038204 embryo
0,24,FBgn0038204 embryo
65,9,FBgn0039585 inheritance
75,13,FBgn0039585 inheritance
66,3,FBgn0039585 inheritance
22,1,FBgn0039585 inheritance
25,5,FBgn0039585 inheritance
66,14,FBgn0039585 inheritance
11,6,FBgn0039585 inheritance
33,2,FBgn0039585 inheritance
39,20,FBgn0039585 inheritance
70,9,FBgn0039585 inheritance
53,14,FBgn0039585 inheritance
62,10,FBgn0039585 inheritance
18,3,FBgn0039585 inheritance
44,7,FBgn0039585 inheritance
33,7,FBgn0039585 inheritance
33,11,FBgn0039585 inheritance
24,3,FBgn0039585 inheritance
12,3,FBgn0039585 inheritance
76,11,FBgn0039585 inheritance
34,6,FBgn0039585 inheritance
124,22,FBgn0039585 inheritance
65,6,FBgn0039585 inheritance
28,2,FBgn0039585 inheritance
85,11,FBgn0039585 inheritance
41,7,FBgn0039585 inheritance
86,10,FBgn0039585 inheritance
26,6,FBgn0039585 inheritance
23,4,FBgn0039585 inheritance
29,4,FBgn0039585 inheritance
55,6,FBgn0039585 inheritance
11,1,FBgn0039585 inheritance
3,27,FBgn0039585 Gresistance
4,38,FBgn0039585 Gresistance
0,28,FBgn0039585 Gresistance
0,13,FBgn0039585 Gresistance
1,18,FBgn0039585 Gresistance
6,34,FBgn0039585 Gresistance
4,7,FBgn0039585 Gresistance
1,16,FBgn0039585 Gresistance
5,19,FBgn0039585 Gresistance
2,35,FBgn0039585 Gresistance
7,25,FBgn0039585 Gresistance
5,32,FBgn0039585 Gresistance
1,3,FBgn0039585 Gresistance
4,18,FBgn0039585 Gresistance
2,17,FBgn0039585 Gresistance
4,14,FBgn0039585 Gresistance
2,9,FBgn0039585 Gresistance
1,9,FBgn0039585 Gresistance
4,37,FBgn0039585 Gresistance
0,21,FBgn0039585 Gresistance
10,68,FBgn0039585 Gresistance
2,19,FBgn0039585 Gresistance
1,6,FBgn0039585 Gresistance
4,44,FBgn0039585 Gresistance
2,19,FBgn0039585 Gresistance
3,43,FBgn0039585 Gresistance
1,10,FBgn0039585 Gresistance
4,10,FBgn0039585 Gresistance
0,18,FBgn0039585 Gresistance
1,32,FBgn0039585 Gresistance
0,1,FBgn0039585 Gresistance
13,0,FBgn0039585 embryo
17,1,FBgn0039585 embryo
21,0,FBgn0039585 embryo
7,0,FBgn0039585 embryo
1,0,FBgn0039585 embryo
16,1,FBgn0039585 embryo
2,0,FBgn0039585 embryo
9,0,FBgn0039585 embryo
16,0,FBgn0039585 embryo
19,3,FBgn0039585 embryo
12,0,FBgn0039585 embryo
14,1,FBgn0039585 embryo
7,0,FBgn0039585 embryo
14,1,FBgn0039585 embryo
4,0,FBgn0039585 embryo
7,0,FBgn0039585 embryo
5,1,FBgn0039585 embryo
2,0,FBgn0039585 embryo
17,1,FBgn0039585 embryo
8,0,FBgn0039585 embryo
29,2,FBgn0039585 embryo
22,1,FBgn0039585 embryo
12,0,FBgn0039585 embryo
16,1,FBgn0039585 embryo
7,0,FBgn0039585 embryo
20,3,FBgn0039585 embryo
6,0,FBgn0039585 embryo
9,0,FBgn0039585 embryo
3,0,FBgn0039585 embryo
12,1,FBgn0039585 embryo
6,0,FBgn0039585 embryo
89,15,FBgn0051477 inheritance
114,16,FBgn0051477 inheritance
72,8,FBgn0051477 inheritance
25,4,FBgn0051477 inheritance
87,16,FBgn0051477 inheritance
23,4,FBgn0051477 inheritance
31,4,FBgn0051477 inheritance
24,3,FBgn0051477 inheritance
30,1,FBgn0051477 inheritance
59,11,FBgn0051477 inheritance
52,14,FBgn0051477 inheritance
63,26,FBgn0051477 inheritance
95,13,FBgn0051477 inheritance
93,16,FBgn0051477 inheritance
68,8,FBgn0051477 inheritance
17,4,FBgn0051477 inheritance
88,10,FBgn0051477 inheritance
10,0,FBgn0051477 inheritance
29,3,FBgn0051477 inheritance
34,6,FBgn0051477 inheritance
7,1,FBgn0051477 inheritance
12,1,FBgn0051477 inheritance
49,21,FBgn0051477 inheritance
99,13,FBgn0051477 inheritance
33,21,FBgn0051477 inheritance
82,3,FBgn0051477 inheritance
73,21,FBgn0051477 inheritance
51,21,FBgn0051477 inheritance
48,12,FBgn0051477 inheritance
41,12,FBgn0051477 inheritance
20,1,FBgn0051477 inheritance
49,14,FBgn0051477 inheritance
26,4,FBgn0051477 inheritance
36,13,FBgn0051477 inheritance
26,4,FBgn0051477 inheritance
22,4,FBgn0051477 inheritance
67,16,FBgn0051477 inheritance
61,11,FBgn0051477 inheritance
85,24,FBgn0051477 inheritance
6,44,FBgn0051477 Gresistance
6,54,FBgn0051477 Gresistance
4,38,FBgn0051477 Gresistance
1,11,FBgn0051477 Gresistance
3,39,FBgn0051477 Gresistance
4,10,FBgn0051477 Gresistance
2,19,FBgn0051477 Gresistance
2,12,FBgn0051477 Gresistance
0,12,FBgn0051477 Gresistance
5,32,FBgn0051477 Gresistance
7,34,FBgn0051477 Gresistance
9,28,FBgn0051477 Gresistance
8,48,FBgn0051477 Gresistance
11,48,FBgn0051477 Gresistance
3,35,FBgn0051477 Gresistance
2,13,FBgn0051477 Gresistance
6,47,FBgn0051477 Gresistance
0,7,FBgn0051477 Gresistance
1,20,FBgn0051477 Gresistance
1,18,FBgn0051477 Gresistance
0,3,FBgn0051477 Gresistance
0,4,FBgn0051477 Gresistance
7,34,FBgn0051477 Gresistance
9,55,FBgn0051477 Gresistance
8,15,FBgn0051477 Gresistance
1,42,FBgn0051477 Gresistance
9,33,FBgn0051477 Gresistance
8,25,FBgn0051477 Gresistance
4,23,FBgn0051477 Gresistance
7,24,FBgn0051477 Gresistance
1,16,FBgn0051477 Gresistance
6,27,FBgn0051477 Gresistance
2,12,FBgn0051477 Gresistance
4,17,FBgn0051477 Gresistance
2,15,FBgn0051477 Gresistance
2,13,FBgn0051477 Gresistance
6,35,FBgn0051477 Gresistance
4,26,FBgn0051477 Gresistance
9,44,FBgn0051477 Gresistance
17,3,FBgn0051477 embryo
23,3,FBgn0051477 embryo
15,1,FBgn0051477 embryo
7,1,FBgn0051477 embryo
23,3,FBgn0051477 embryo
9,0,FBgn0051477 embryo
5,1,FBgn0051477 embryo
5,2,FBgn0051477 embryo
10,0,FBgn0051477 embryo
9,4,FBgn0051477 embryo
6,0,FBgn0051477 embryo
11,3,FBgn0051477 embryo
17,3,FBgn0051477 embryo
16,3,FBgn0051477 embryo
16,2,FBgn0051477 embryo
1,0,FBgn0051477 embryo
14,4,FBgn0051477 embryo
2,1,FBgn0051477 embryo
2,3,FBgn0051477 embryo
7,0,FBgn0051477 embryo
2,2,FBgn0051477 embryo
1,1,FBgn0051477 embryo
6,3,FBgn0051477 embryo
17,5,FBgn0051477 embryo
6,2,FBgn0051477 embryo
12,1,FBgn0051477 embryo
13,4,FBgn0051477 embryo
9,1,FBgn0051477 embryo
13,0,FBgn0051477 embryo
13,0,FBgn0051477 embryo
2,0,FBgn0051477 embryo
9,1,FBgn0051477 embryo
8,2,FBgn0051477 embryo
9,1,FBgn0051477 embryo
6,0,FBgn0051477 embryo
5,1,FBgn0051477 embryo
15,4,FBgn0051477 embryo
13,0,FBgn0051477 embryo
21,1,FBgn0051477 embryo
21,28,FBgn0052086 inheritance
33,33,FBgn0052086 inheritance
5,11,FBgn0052086 inheritance
37,42,FBgn0052086 inheritance
11,13,FBgn0052086 inheritance
20,28,FBgn0052086 inheritance
19,19,FBgn0052086 inheritance
9,11,FBgn0052086 inheritance
9,5,FBgn0052086 inheritance
17,11,FBgn0052814 inheritance
19,8,FBgn0052814 inheritance
50,37,FBgn0052814 inheritance
59,34,FBgn0052814 inheritance
39,25,FBgn0052814 inheritance
44,38,FBgn0052814 inheritance
66,38,FBgn0052814 inheritance
67,41,FBgn0052814 inheritance
33,26,FBgn0052814 inheritance
65,42,FBgn0052814 inheritance
56,34,FBgn0052814 inheritance
25,22,FBgn0052814 inheritance
25,12,FBgn0052814 inheritance
62,29,FBgn0052814 inheritance
33,20,FBgn0052814 inheritance
82,39,FBgn0052814 inheritance
59,34,FBgn0052814 inheritance
26,12,FBgn0052814 inheritance
67,49,FBgn0052814 inheritance
40,12,FBgn0052814 inheritance
84,30,FBgn0052814 inheritance
61,25,FBgn0052814 inheritance
69,34,FBgn0052814 inheritance
57,33,FBgn0052814 inheritance
43,28,FBgn0052814 inheritance
81,46,FBgn0052814 inheritance
70,48,FBgn0052814 inheritance
84,41,FBgn0052814 inheritance
63,33,FBgn0052814 inheritance
7,1,FBgn0052814 inheritance
52,28,FBgn0052814 inheritance
47,23,FBgn0052814 inheritance
66,21,FBgn0052814 inheritance
49,42,FBgn0052814 inheritance
0,15,FBgn0052814 Gresistance
1,12,FBgn0052814 Gresistance
0,32,FBgn0052814 Gresistance
2,43,FBgn0052814 Gresistance
2,29,FBgn0052814 Gresistance
0,32,FBgn0052814 Gresistance
4,48,FBgn0052814 Gresistance
3,58,FBgn0052814 Gresistance
4,23,FBgn0052814 Gresistance
3,48,FBgn0052814 Gresistance
1,36,FBgn0052814 Gresistance
0,19,FBgn0052814 Gresistance
0,13,FBgn0052814 Gresistance
1,42,FBgn0052814 Gresistance
1,16,FBgn0052814 Gresistance
4,53,FBgn0052814 Gresistance
4,45,FBgn0052814 Gresistance
2,18,FBgn0052814 Gresistance
1,58,FBgn0052814 Gresistance
1,34,FBgn0052814 Gresistance
1,48,FBgn0052814 Gresistance
2,43,FBgn0052814 Gresistance
4,49,FBgn0052814 Gresistance
2,46,FBgn0052814 Gresistance
1,41,FBgn0052814 Gresistance
4,62,FBgn0052814 Gresistance
7,62,FBgn0052814 Gresistance
1,57,FBgn0052814 Gresistance
4,38,FBgn0052814 Gresistance
0,4,FBgn0052814 Gresistance
5,29,FBgn0052814 Gresistance
3,32,FBgn0052814 Gresistance
5,44,FBgn0052814 Gresistance
5,36,FBgn0052814 Gresistance
68,7,FBgn0262101 inheritance
40,13,FBgn0262101 inheritance
49,8,FBgn0262101 inheritance
38,11,FBgn0262101 inheritance
37,13,FBgn0262101 inheritance
44,21,FBgn0262101 inheritance
58,19,FBgn0262101 inheritance
59,19,FBgn0262101 inheritance
54,15,FBgn0262101 inheritance
43,14,FBgn0262101 inheritance
51,10,FBgn0262101 inheritance
59,21,FBgn0262101 inheritance
48,13,FBgn0262101 inheritance
60,24,FBgn0262101 inheritance
53,16,FBgn0262101 inheritance
58,14,FBgn0262101 inheritance
43,20,FBgn0262101 inheritance
45,14,FBgn0262101 inheritance
44,11,FBgn0262101 inheritance
36,9,FBgn0262101 inheritance
52,18,FBgn0262101 inheritance
36,7,FBgn0262101 inheritance
49,16,FBgn0262101 inheritance
49,14,FBgn0262101 inheritance
54,21,FBgn0262101 inheritance
52,20,FBgn0262101 inheritance
50,12,FBgn0262101 inheritance
45,12,FBgn0262101 inheritance
62,13,FBgn0262101 inheritance
44,9,FBgn0262101 inheritance
40,7,FBgn0262101 inheritance
57,17,FBgn0262101 inheritance
50,19,FBgn0262101 inheritance
60,26,FBgn0262101 inheritance
58,31,FBgn0262101 inheritance
59,28,FBgn0262101 inheritance
69,18,FBgn0262101 inheritance
55,23,FBgn0262101 inheritance
68,12,FBgn0262101 inheritance
42,14,FBgn0262101 inheritance
44,26,FBgn0262101 inheritance
79,8,FBgn0262101 inheritance
52,11,FBgn0262101 inheritance
62,12,FBgn0262101 inheritance
43,25,FBgn0262101 inheritance
40,22,FBgn0262101 inheritance
51,21,FBgn0262101 inheritance
42,12,FBgn0262101 inheritance
43,20,FBgn0262101 inheritance
68,11,FBgn0262101 inheritance
59,14,FBgn0262101 inheritance
34,9,FBgn0262101 inheritance
51,24,FBgn0262101 inheritance
0,34,FBgn0262101 Gresistance
6,22,FBgn0262101 Gresistance
2,26,FBgn0262101 Gresistance
3,25,FBgn0262101 Gresistance
2,21,FBgn0262101 Gresistance
6,25,FBgn0262101 Gresistance
2,41,FBgn0262101 Gresistance
3,29,FBgn0262101 Gresistance
1,27,FBgn0262101 Gresistance
2,29,FBgn0262101 Gresistance
0,26,FBgn0262101 Gresistance
9,37,FBgn0262101 Gresistance
4,19,FBgn0262101 Gresistance
6,38,FBgn0262101 Gresistance
3,25,FBgn0262101 Gresistance
3,36,FBgn0262101 Gresistance
4,28,FBgn0262101 Gresistance
3,21,FBgn0262101 Gresistance
3,24,FBgn0262101 Gresistance
3,16,FBgn0262101 Gresistance
4,28,FBgn0262101 Gresistance
4,15,FBgn0262101 Gresistance
3,24,FBgn0262101 Gresistance
2,24,FBgn0262101 Gresistance
5,40,FBgn0262101 Gresistance
2,28,FBgn0262101 Gresistance
1,24,FBgn0262101 Gresistance
2,21,FBgn0262101 Gresistance
3,32,FBgn0262101 Gresistance
3,19,FBgn0262101 Gresistance
0,21,FBgn0262101 Gresistance
4,30,FBgn0262101 Gresistance
3,29,FBgn0262101 Gresistance
5,37,FBgn0262101 Gresistance
7,42,FBgn0262101 Gresistance
10,44,FBgn0262101 Gresistance
9,47,FBgn0262101 Gresistance
2,28,FBgn0262101 Gresistance
1,40,FBgn0262101 Gresistance
3,27,FBgn0262101 Gresistance
12,24,FBgn0262101 Gresistance
2,42,FBgn0262101 Gresistance
2,26,FBgn0262101 Gresistance
2,33,FBgn0262101 Gresistance
3,30,FBgn0262101 Gresistance
8,21,FBgn0262101 Gresistance
6,27,FBgn0262101 Gresistance
3,21,FBgn0262101 Gresistance
3,18,FBgn0262101 Gresistance
3,30,FBgn0262101 Gresistance
4,25,FBgn0262101 Gresistance
1,18,FBgn0262101 Gresistance
11,30,FBgn0262101 Gresistance
0,15,FBgn0262101 embryo
1,6,FBgn0262101 embryo
1,14,FBgn0262101 embryo
0,12,FBgn0262101 embryo
0,12,FBgn0262101 embryo
0,7,FBgn0262101 embryo
3,9,FBgn0262101 embryo
1,14,FBgn0262101 embryo
0,14,FBgn0262101 embryo
1,9,FBgn0262101 embryo
1,11,FBgn0262101 embryo
1,15,FBgn0262101 embryo
0,17,FBgn0262101 embryo
0,20,FBgn0262101 embryo
0,19,FBgn0262101 embryo
0,15,FBgn0262101 embryo
0,8,FBgn0262101 embryo
0,11,FBgn0262101 embryo
0,12,FBgn0262101 embryo
0,10,FBgn0262101 embryo
2,15,FBgn0262101 embryo
0,8,FBgn0262101 embryo
2,13,FBgn0262101 embryo
0,14,FBgn0262101 embryo
0,11,FBgn0262101 embryo
0,14,FBgn0262101 embryo
1,20,FBgn0262101 embryo
0,13,FBgn0262101 embryo
1,17,FBgn0262101 embryo
0,14,FBgn0262101 embryo
0,9,FBgn0262101 embryo
0,13,FBgn0262101 embryo
0,13,FBgn0262101 embryo
0,16,FBgn0262101 embryo
0,10,FBgn0262101 embryo
0,12,FBgn0262101 embryo
0,9,FBgn0262101 embryo
0,19,FBgn0262101 embryo
0,13,FBgn0262101 embryo
2,7,FBgn0262101 embryo
0,9,FBgn0262101 embryo
1,18,FBgn0262101 embryo
0,17,FBgn0262101 embryo
9,4,FBgn0262101 embryo
0,7,FBgn0262101 embryo
8,5,FBgn0262101 embryo
1,18,FBgn0262101 embryo
0,12,FBgn0262101 embryo
0,15,FBgn0262101 embryo
2,18,FBgn0262101 embryo
0,17,FBgn0262101 embryo
1,10,FBgn0262101 embryo
0,12,FBgn0262101 embryo
18,19,FBgn0262566 inheritance
19,25,FBgn0262566 inheritance
59,64,FBgn0262566 inheritance
2,1,FBgn0262566 inheritance
64,54,FBgn0262566 inheritance
26,15,FBgn0262566 inheritance
34,21,FBgn0262566 inheritance
25,23,FBgn0262566 inheritance
26,27,FBgn0262566 inheritance
8,13,FBgn0262566 inheritance
5,7,FBgn0262566 inheritance
53,47,FBgn0262566 inheritance
19,8,FBgn0262566 inheritance
7,7,FBgn0262566 inheritance
15,21,FBgn0262566 inheritance
46,54,FBgn0262566 inheritance
48,69,FBgn0262566 inheritance
29,31,FBgn0262566 inheritance
3,3,FBgn0262566 inheritance
67,78,FBgn0262566 inheritance
2,0,FBgn0262566 inheritance
43,25,FBgn0262566 inheritance
17,16,FBgn0262566 inheritance
60,52,FBgn0262566 inheritance
25,24,FBgn0262566 inheritance
48,70,FBgn0262566 inheritance
39,38,FBgn0262566 inheritance
51,57,FBgn0262566 inheritance
24,13,FBgn0262566 inheritance
44,44,FBgn0262566 inheritance
14,20,FBgn0262566 inheritance
16,17,FBgn0262566 inheritance
13,22,FBgn0262566 inheritance
33,57,FBgn0262566 inheritance
35,36,FBgn0262566 inheritance
47,49,FBgn0262566 inheritance
0,20,FBgn0262566 Gresistance
0,22,FBgn0262566 Gresistance
0,61,FBgn0262566 Gresistance
0,1,FBgn0262566 Gresistance
0,53,FBgn0262566 Gresistance
0,11,FBgn0262566 Gresistance
0,12,FBgn0262566 Gresistance
0,11,FBgn0262566 Gresistance
0,26,FBgn0262566 Gresistance
0,14,FBgn0262566 Gresistance
2,3,FBgn0262566 Gresistance
0,47,FBgn0262566 Gresistance
0,9,FBgn0262566 Gresistance
0,8,FBgn0262566 Gresistance
0,15,FBgn0262566 Gresistance
0,58,FBgn0262566 Gresistance
0,44,FBgn0262566 Gresistance
0,35,FBgn0262566 Gresistance
0,3,FBgn0262566 Gresistance
0,70,FBgn0262566 Gresistance
0,0,FBgn0262566 Gresistance
0,26,FBgn0262566 Gresistance
0,17,FBgn0262566 Gresistance
0,57,FBgn0262566 Gresistance
0,19,FBgn0262566 Gresistance
0,42,FBgn0262566 Gresistance
0,42,FBgn0262566 Gresistance
0,56,FBgn0262566 Gresistance
0,14,FBgn0262566 Gresistance
0,41,FBgn0262566 Gresistance
0,16,FBgn0262566 Gresistance
0,17,FBgn0262566 Gresistance
0,8,FBgn0262566 Gresistance
0,46,FBgn0262566 Gresistance
0,28,FBgn0262566 Gresistance
0,46,FBgn0262566 Gresistance
49,31,FBgn0262598 inheritance
38,26,FBgn0262598 inheritance
27,22,FBgn0262598 inheritance
31,15,FBgn0262598 inheritance
34,29,FBgn0262598 inheritance
40,35,FBgn0262598 inheritance
48,28,FBgn0262598 inheritance
3,8,FBgn0262598 inheritance
6,2,FBgn0262598 inheritance
9,6,FBgn0262598 inheritance
41,32,FBgn0262598 inheritance
14,6,FBgn0262598 inheritance
13,13,FBgn0262598 inheritance
49,33,FBgn0262598 inheritance
7,4,FBgn0262598 inheritance
37,28,FBgn0262598 inheritance
40,35,FBgn0262598 inheritance
44,25,FBgn0262598 inheritance
41,25,FBgn0262598 inheritance
45,40,FBgn0262598 inheritance
43,20,FBgn0262598 inheritance
8,13,FBgn0262598 inheritance
30,22,FBgn0262598 inheritance
43,25,FBgn0262598 inheritance
31,22,FBgn0262598 inheritance
38,42,FBgn0262598 inheritance
59,27,FBgn0262598 inheritance
31,24,FBgn0262598 inheritance
0,47,FBgn0262598 Gresistance
0,22,FBgn0262598 Gresistance
1,25,FBgn0262598 Gresistance
2,20,FBgn0262598 Gresistance
2,25,FBgn0262598 Gresistance
0,33,FBgn0262598 Gresistance
6,32,FBgn0262598 Gresistance
0,2,FBgn0262598 Gresistance
0,4,FBgn0262598 Gresistance
0,6,FBgn0262598 Gresistance
0,31,FBgn0262598 Gresistance
0,11,FBgn0262598 Gresistance
0,11,FBgn0262598 Gresistance
0,39,FBgn0262598 Gresistance
0,8,FBgn0262598 Gresistance
1,36,FBgn0262598 Gresistance
1,32,FBgn0262598 Gresistance
0,28,FBgn0262598 Gresistance
0,32,FBgn0262598 Gresistance
1,43,FBgn0262598 Gresistance
1,28,FBgn0262598 Gresistance
0,4,FBgn0262598 Gresistance
1,25,FBgn0262598 Gresistance
2,24,FBgn0262598 Gresistance
4,20,FBgn0262598 Gresistance
0,34,FBgn0262598 Gresistance
1,39,FBgn0262598 Gresistance
1,32,FBgn0262598 Gresistance
